"epoch","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_123 - _step","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_123 - _step__MIN","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_123 - _step__MAX","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_123 - train/approx_kl_epoch","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_123 - train/approx_kl_epoch__MIN","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_123 - train/approx_kl_epoch__MAX","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_42 - _step","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_42 - _step__MIN","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_42 - _step__MAX","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_42 - train/approx_kl_epoch","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_42 - train/approx_kl_epoch__MIN","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_42 - train/approx_kl_epoch__MAX","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_976 - _step","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_976 - _step__MIN","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_976 - _step__MAX","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_976 - train/approx_kl_epoch","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_976 - train/approx_kl_epoch__MIN","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_976 - train/approx_kl_epoch__MAX"
"120","253","253","253","0.05359988659620285","0.05359988659620285","0.05359988659620285","253","253","253","0.049273304641246796","0.049273304641246796","0.049273304641246796","252","252","252","0.052402034401893616","0.052402034401893616","0.052402034401893616"
"121","255","255","255","0.055096108466386795","0.055096108466386795","0.055096108466386795","255","255","255","0.051343463361263275","0.051343463361263275","0.051343463361263275","254","254","254","0.04980527609586716","0.04980527609586716","0.04980527609586716"
"122","257","257","257","0.058742910623550415","0.058742910623550415","0.058742910623550415","257","257","257","0.05055457353591919","0.05055457353591919","0.05055457353591919","256","256","256","0.05187728628516197","0.05187728628516197","0.05187728628516197"
"123","259","259","259","0.05481916666030884","0.05481916666030884","0.05481916666030884","259","259","259","0.053648773580789566","0.053648773580789566","0.053648773580789566","258","258","258","0.05342249199748039","0.05342249199748039","0.05342249199748039"
"124","261","261","261","0.0569256991147995","0.0569256991147995","0.0569256991147995","261","261","261","0.055770277976989746","0.055770277976989746","0.055770277976989746","260","260","260","0.053692057728767395","0.053692057728767395","0.053692057728767395"
"125","263","263","263","0.05555896461009979","0.05555896461009979","0.05555896461009979","263","263","263","0.05637311562895775","0.05637311562895775","0.05637311562895775","262","262","262","0.053926512598991394","0.053926512598991394","0.053926512598991394"
"126","265","265","265","0.05467372015118599","0.05467372015118599","0.05467372015118599","265","265","265","0.05502144247293472","0.05502144247293472","0.05502144247293472","264","264","264","0.05400624871253967","0.05400624871253967","0.05400624871253967"
"127","267","267","267","0.05936572700738907","0.05936572700738907","0.05936572700738907","267","267","267","0.05500628426671028","0.05500628426671028","0.05500628426671028","266","266","266","0.05409856140613556","0.05409856140613556","0.05409856140613556"
"128","269","269","269","0.05665834993124008","0.05665834993124008","0.05665834993124008","269","269","269","0.05271351337432861","0.05271351337432861","0.05271351337432861","268","268","268","0.05612689256668091","0.05612689256668091","0.05612689256668091"
"129","272","272","272","0.05921286717057228","0.05921286717057228","0.05921286717057228","272","272","272","0.05595116317272186","0.05595116317272186","0.05595116317272186","271","271","271","0.05490043759346008","0.05490043759346008","0.05490043759346008"
"130","274","274","274","0.05440341681241989","0.05440341681241989","0.05440341681241989","274","274","274","0.052391283214092255","0.052391283214092255","0.052391283214092255","273","273","273","0.05750267207622528","0.05750267207622528","0.05750267207622528"
"131","276","276","276","0.05746118724346161","0.05746118724346161","0.05746118724346161","276","276","276","0.05909770727157593","0.05909770727157593","0.05909770727157593","275","275","275","0.055088695138692856","0.055088695138692856","0.055088695138692856"
"132","278","278","278","0.05607055127620697","0.05607055127620697","0.05607055127620697","278","278","278","0.060170263051986694","0.060170263051986694","0.060170263051986694","277","277","277","0.056049540638923645","0.056049540638923645","0.056049540638923645"
"133","280","280","280","0.05865154415369034","0.05865154415369034","0.05865154415369034","280","280","280","0.058121416717767715","0.058121416717767715","0.058121416717767715","279","279","279","0.05772342532873154","0.05772342532873154","0.05772342532873154"
"134","282","282","282","0.05994841083884239","0.05994841083884239","0.05994841083884239","282","282","282","0.05696060135960579","0.05696060135960579","0.05696060135960579","281","281","281","0.05353962630033493","0.05353962630033493","0.05353962630033493"
"135","284","284","284","0.06020402908325195","0.06020402908325195","0.06020402908325195","284","284","284","0.06100326403975487","0.06100326403975487","0.06100326403975487","283","283","283","0.05737048014998436","0.05737048014998436","0.05737048014998436"
"136","286","286","286","0.05927547439932823","0.05927547439932823","0.05927547439932823","286","286","286","0.06268119066953659","0.06268119066953659","0.06268119066953659","285","285","285","0.05858761817216873","0.05858761817216873","0.05858761817216873"
"137","288","288","288","0.06276783347129822","0.06276783347129822","0.06276783347129822","288","288","288","0.060279980301856995","0.060279980301856995","0.060279980301856995","287","287","287","0.05995252728462219","0.05995252728462219","0.05995252728462219"
"138","290","290","290","0.06378934532403946","0.06378934532403946","0.06378934532403946","290","290","290","0.05930788069963455","0.05930788069963455","0.05930788069963455","289","289","289","0.060922667384147644","0.060922667384147644","0.060922667384147644"
"139","293","293","293","0.06404036283493042","0.06404036283493042","0.06404036283493042","293","293","293","0.0553559809923172","0.0553559809923172","0.0553559809923172","292","292","292","0.06301518529653549","0.06301518529653549","0.06301518529653549"
"140","295","295","295","0.06010417640209198","0.06010417640209198","0.06010417640209198","295","295","295","0.058447375893592834","0.058447375893592834","0.058447375893592834","294","294","294","0.0617716982960701","0.0617716982960701","0.0617716982960701"
"141","297","297","297","0.06055876240134239","0.06055876240134239","0.06055876240134239","297","297","297","0.059999361634254456","0.059999361634254456","0.059999361634254456","296","296","296","0.061131685972213745","0.061131685972213745","0.061131685972213745"
"142","299","299","299","0.06340239942073822","0.06340239942073822","0.06340239942073822","299","299","299","0.05868256837129593","0.05868256837129593","0.05868256837129593","298","298","298","0.059832848608493805","0.059832848608493805","0.059832848608493805"
"143","301","301","301","0.06717537343502045","0.06717537343502045","0.06717537343502045","301","301","301","0.06181392818689346","0.06181392818689346","0.06181392818689346","300","300","300","0.06292673945426941","0.06292673945426941","0.06292673945426941"
"144","303","303","303","0.06325092166662216","0.06325092166662216","0.06325092166662216","303","303","303","0.05914940685033798","0.05914940685033798","0.05914940685033798","302","302","302","0.06098964437842369","0.06098964437842369","0.06098964437842369"
"145","305","305","305","0.061421215534210205","0.061421215534210205","0.061421215534210205","305","305","305","0.05536265671253204","0.05536265671253204","0.05536265671253204","304","304","304","0.060135550796985626","0.060135550796985626","0.060135550796985626"
"146","307","307","307","0.06149615719914436","0.06149615719914436","0.06149615719914436","307","307","307","0.05516275018453598","0.05516275018453598","0.05516275018453598","306","306","306","0.06141834706068039","0.06141834706068039","0.06141834706068039"
"147","309","309","309","0.06375959515571594","0.06375959515571594","0.06375959515571594","309","309","309","0.05825658142566681","0.05825658142566681","0.05825658142566681","308","308","308","0.06331846117973328","0.06331846117973328","0.06331846117973328"
"148","311","311","311","0.06600995361804962","0.06600995361804962","0.06600995361804962","311","311","311","0.056603386998176575","0.056603386998176575","0.056603386998176575","310","310","310","0.0628710389137268","0.0628710389137268","0.0628710389137268"
"149","314","314","314","0.057649917900562286","0.057649917900562286","0.057649917900562286","314","314","314","0.06030826270580292","0.06030826270580292","0.06030826270580292","313","313","313","0.060469850897789","0.060469850897789","0.060469850897789"
